name,teacherName,schoolName,outline
计算思维的结构,董荣胜,桂林电子科技大学,第1章 绪论【第1课时】伟大的计算原理【第2课时】计算思维的结构【教学文档】第1章 绪论【习题1】【第3课时】难度、复杂度与能力（补充知识）【第4课时】SOLO分类法（补充知识）【浅谈“计算学科的方法论”】【计算思维的深入研究需要新的元素周期表】第2章 计算学科的基本问题【第1课时】汉诺塔问题【第2课时】证比求易算法和P=NP？【第3课时】RSA公开密钥密码系统【第4课时】旅行商问题与组合爆炸【第5课时】GOTO与程序结构【第6课时】哲学家共餐问题【第7课时】两军问题【教学文档】第2章 计算学科的基本问题【习题2-1】【第9课时】实验预备知识【第10课时】第2章实验【第11课时】停机问题【第12课时】找零问题、背包问题与贪婪算法第3章 计算学科的3个学科形态【第1课时】学生选课实例【第2课时】自然语言与形式语言【第3课时】自然语言形式化及实例【第4课时】图灵机的工作原理【第5课时】VComputer软件的演示、说明及下载使用【教学文档】第3章 计算学科的3个学科形态【习题3】【第6课时】第3章实验【第7课时】虚拟机与分层抽象第4章 计算学科的核心概念【第1课时】算法的基本知识【第2课时】两个常见的算法【第3课时】数据结构【第4课时】数据的存储和表示【教学文档】第4章 计算学科的核心概念【习题4】【第5课时】第4章实验【第6课时】编码第5章 计算学科中的数学方法【第1课时】递归与迭代【教学文档】第5章 计算学科中的数学方法【习题5】【第2课时】第5章 实验【第3课时】随机数和蒙特卡罗方法【第4课时】数学与计算机科学的不同【第5课时】必要条件和充分条件【第6课时】猜姓氏游戏和猴子吃桃问题第6章 计算学科中的系统科学方法【第1课时】系统同构【教学文档】第6章 计算学科中的系统科学方法【习题6】【第2课时】实验-基于Access的简单数据库设计【第3课时】人固有能力的局限性及使用工具后产生的力量【第4课时】软件开发的系统化方法需要遵循的基本原则第7章 跨学科的计算问题案例【第1课时】道德选择【第2课时】检举【教学文档】第7章 跨学科的计算问题案例【习题7】【第3课时】第7章 实验【第4课时】割圆术的计算问题【第5课时】森林火灾的计算问题【第6课时】多普勒效应的计算问题【第7课时】小世界网络模型的计算问题【第8课时】科赫曲线【第9课时】向日葵种子生长模拟【第10课时】烟花模拟【第11课时】俄罗斯方块游戏
Visual Basic程序设计,刘必雄,福建农林大学,第0讲  课程学习导航课程学习导航第1讲  Visual Basic程序设计概述1.0  学习目标1.1  Visual Basic简介1.2  Visual Basic集成开发环境1.3  设计一个简单的Visual Basic应用程序1.4  面向对象的基本概念1.5  窗体第1讲  实验（Visual Basic集成开发环境与简单程序设计）第1讲 程序自主测评第2讲  Visual Basic程序设计基础2.0  学习目标2.1  字符集、关键字和标识符2.2  数据类型2.3  常量和变量2.4  运算符与表达式2.5  常用内部函数第2讲  实验（Visual Basic程序设计基础）第2讲  程序自主测评第3讲  顺序结构程序设计3.0  学习目标3.1  顺序结构概述3.2  赋值语句3.3  输入语句3.4  输出语句3.5  命令按钮3.6  标签3.7  文本框第3讲  实验（顺序结构程序设计）第3讲  程序自主测评第4讲  选择结构程序设计4.0 学习目标4.1  选择结构概述4.2  If语句4.3  Select Case语句4.4  选择结构嵌套4.5  单选按钮、复选框和框架第4讲  实验（选择结构程序设计）第4讲  程序自主测评第5讲  循环结构程序设计5.0 学习目标5.1  循环结构概述5.2  For循环语句5.3  While循环语句5.4  Do循环语句5.5  循环结构嵌套5.6  计时器5.7  滚动条第5讲  实验（循环结构程序设计）第5讲 程序自主测评第6讲  数组6.0  学习目标6.1  数组概述6.2  一维数组6.3  二维数组6.4  动态数组6.5  控件数组6.6  列表框和组合框6.7  自定义类型及其数组（选学）第6讲  实验（数组）第6讲  程序自主测评第7讲  过程7.0  学习目标7.1  过程概述7.2  函数过程7.3  子过程7.4  参数传递7.5  过程的嵌套调用7.6  过程的递归调用7.7  过程与变量的作用域第7讲  实验（过程）第7讲  程序自主测评第8讲  图形操作8.0  学习目标8.1  图形操作基础8.2  图形方法8.3  图形框与图像框8.4  直线与形状控件8.5  鼠标和键盘事件（选学）第8讲  实验（图形操作）第8讲  程序自主测评第9讲  文件9.0  学习目标9.1  文件概述9.2  顺序文件9.3  文件系统控件第9讲  实验（文件操作）第9讲  程序自主测评
面向对象分析与设计,姜宁康,华东师范大学,第1章 面向对象概述1.1 序言1.2 课程定义1.3 面向对象思想的起源1.4  面向对象的基本概念1.5 面向对象的思考方式1.6 面向对象的核心特征（一）1.7 面向对象的核心特征（二）第2章 建模工具UML2.1 UML序言2.2 用例模型2.3 活动图2.4 类图2.5 顺序图2.6 通信图2.7 状态图第3章 面向对象分析（一）3.1 面向对象分析与设计概览3.2 面向对象分析方法（一） 名词法3.3 面向对象分析方法（一） 名词法案例3.4 面向对象分析方法（二） 分析模型法3.5 面向对象设计（初步）第4章 面向对象分析 （二）4.1 标识概念类和对象的注意点4.2 CRC方法标识概念类4.3  CRC方法建模的一些规则4.4  CRC方法建模的案例：ATM取款机软件第5章 领域模型5.1 领域模型定义5.2 领域模型建模指导5.3 领域模型案例5.4 系统顺序图5.5 其他的需求信息第6章    从分析到设计6.1  准备高质量的用例模型6.2  高质量的用例描述6.3  契约式设计6.4  操作契约6.5  开始进入设计6.6  面向对象设计第7章  设计原则GRASP（一）7.5    GRASP原则五：高内聚7.1    GRASP原则一：创建者7.2    GRASP原则二：信息专家7.3    GRASP原则三：低耦合7.4    GRASP原则四：控制器第8章    设计原则GRASP（二）8.1    GRASP原则六：多态8.2    GRASP原则七：纯虚构8.3    GRASP原则八：间接8.4    GRASP原则九：隔离变化8.5    其他面向对象设计原则1：开-闭原则8.6    其他面向对象设计原则28.7    其他面向对象设计原则3：依赖倒置原则第9章    GOF设计模式（一）9.1    关于设计模式9.2    GOF设计模式一：单实例9.3    GOF设计模式二：适配器9.4    GOF设计模式三：外观9.5    GOF设计模式四：观察者模式（一）9.6    GOF设计模式四：观察者模式（二）第10章    GOF设计模式（二）10.1    策略模式10.2    修改后的设计方案10.3    简单工厂模式10.4    工厂模式第11章    成为好的架构师11.1    心存志远11.2    成为一个好的架构师（一）11.3    成为一个好的架构师（二）11.4    课程总回顾
计算机系统与网络安全技术,周世杰,电子科技大学,第一章 信息安全概述网络安全的定义公钥密码体制RSA算法与RC4算法安全服务与安全威胁哈希函数与攻击社会工程与信息对抗第二章 TCP/IP协议族及其安全隐患计算机网路概述、协议与发展历程ARP协议IP协议与TCP协议UDP协议与HTTP协议第三章 网络安全隔离技术（第一部分）网络设备隔离技术与防火墙技术防火墙技术的应用网络隔离技术网络地址转换技术（一）第三章 网络安全隔离技术（第二部分）端口转换网络地址转换技术网络地址转换技术与网络隔离第四章 网络安全技术（第一部分）网络安全模型网络安全预警技术第四章 网络安全技术（第二部分）威胁情报技术加密保护技术VPN技术内网监管技术第四章 网络安全技术（第三部分）入侵检测技术与漏洞检测技术渗透检测技术与网络安全响应技术蜜网技术灾难恢复技术与网络安全产品第五章 安全协议技术（第一部分）安全协议内涵安全协议分类（按协议目的）安全协议分类（按参与方）安全协议缺陷第五章 安全协议技术（第二部分）中间人攻击重放攻击概述重放攻击的防范（挑战应答机制）重放攻击的防范（时戳与序列号机制）第五章 安全协议技术（第三部分）交错攻击平行会话攻击反射攻击类型错误攻击第五章 安全协议技术（第四部分）姓名遗漏攻击安全协议设计原则DH密钥交换协议与kerberos协议设计思路kerberos协议设计第五章 安全协议技术（第五部分）kerberos协议细节X.509协议概述X.509协议细节认证协议概述与PAP认证协议第五章 安全协议技术（第六部分）CHAP协议与数字签名协议概述基于RSA的数字签名协议与TCP/IP协议安全性增强概述IPSec协议概述IPSec的两种模式第五章 安全协议技术（第七部分）IPSec的安全关联与安全策略AH协议概述与滑动窗口机制AH协议滑动窗口机制与抵御重放攻击AH协议的处理过程第五章 安全协议技术（第八部分）IPSec的ESP协议IPSec中的安全关联组合IPSec密钥管理概述IPSec的密钥管理-ISAKMP消息格式第五章 安全协议技术（第九部分）IPSec的配置与应用SSL协议中的重要概念与SSL协议框架SSL协议的数据处理流程第五章 安全协议技术（第十部分）SSL协议中的握手协议SSL协议中的认证与密钥交换与SSL协议中密钥生成方法SSL协议应用实例：https第六章 计算机系统物理安全技术（第一部分）概述第六章 计算机系统物理安全技术（第二部分）机房内部安全防护机房供配电与给排水设备安全技术系统物理安全技术第七章 计算机系统可靠性技术（第一部分）可靠性技术硬件冗余技术与软件容错技术数据容错技术硬盘阵列技术第七章 计算机系统可靠性技术（第二部分）容灾技术第八章 操作系统安全技术（第一部分）操作系统及其安全性操作系统安全模型操作系统的文件保护方法与内存保护方法第八章 操作系统安全技术（第二部分）身份认证技术口令及口令管理坏口令表技术口令安全管理第八章 操作系统安全技术（第三部分）基于口令的认证一次性口令认证协议访问控制及访问控制技术访问控制模型第八章 操作系统安全技术（第四部分）访问控制实现技术与UNIX操作系统安全简介UNIX操作系统的账号及口令管理UNIX操作系统的权限及权限管理UNIX操作系统的中的S权限第八章  操作系统安全技术（第五部分）UNIX操作系统的几个特殊安全问题及Windows操作系统的两种安全模型Windows操作系统安全模型的组成Windows操作系统的口令与管理Windows操作系统的认证与访问控制及注册表第八章 操作系统安全技术（第六部分）操作系统安全加固概述及防止本地攻击的安全加固抵御网络攻击的安全加固及抵御应用程序攻击的安全加固
DevOps导论,荣国平,南京大学,DevOps导论DevOps课程介绍第一讲 DevOps概述第二讲 个体软件过程第三讲 敏捷软件开发第四讲 软件架构演化第五讲 云原生与容器技术第六讲 XaaS和IT服务标准第七讲 DevOps工具链
数据库系统概论（基础篇）,王珊,中国人民大学,第一讲：初识数据库系统引言数据库的4个基本概念数据技术的产生，数据系统的特点第一讲课件第二讲：数据库系统的核心：数据模型概念模型，数据模型的组成要素层次模型，网状模型关系模型第二讲课件第三讲：数据库系统的结构数据库系统的结构第三讲课件第四讲：数据库系统的组成数据库系统的组成第四讲课件第五讲：关系数据结构及关系的完整性关系数据结构关系的完整性第五讲课件第六讲：关系代数--传统集合操作关系代数1--传统集合操作第六讲课件第七讲：关系代数--关系特有操作关系代数2--关系特有操作第七讲课件第八讲：关系代数--综合训练第八讲课件关系代数3--综合训练第九讲：关系演算--元组关系演算（选学）关系演算1--元组关系演算第九讲课件第十讲：关系演算--域关系演算语言QBE（选学）关系演算2--域关系演算语言QBE第十讲课件第十一讲：SQL概述与数据定义SQL概述数据定义第十一讲课件第十二讲：数据查询--单表查询数据查询--单表查询数据查询--单表查询2第十二讲课件第十三讲：数据查询--连接查询数据查询--连接查询第十三讲课件第十四讲：数据查询--嵌套查询数据查询--嵌套查询数据查询--嵌套查询2第十四讲课件第十五讲：数据查询--集合查询数据查询--集合查询第十五讲课件第十六讲：数据的更新与空值的处理数据更新空值的处理第十六讲课件第十七讲：视图视图视图2第十七讲课件第十八讲：数据库安全性概述数据库安全性概述第十八讲课件第十九讲：数据库安全性控制数据库安全性控制--身份鉴别、存取控制、自主存取控制、授权数据库安全性控制--数据库角色及强制存取控制第十九讲课件第二十讲：视图机制视图、审计、数据加密及其他安全性保护第二十讲课件第二十一讲：数据库的完整性数据库完整性概述及实体完整性参照完整性用户定义的完整性第二十一讲课件第二十二讲：约束命名子句及断言完整性约束命名子句及断言第二十二讲课件第二十三讲：触发器触发器第二十三讲课件第二十四讲 数据库的安装openGauss数据库的安装
计算机网络实验,张力军,北京航空航天大学,课程宣传片和课程介绍课程宣传片课程介绍北航远程在线计算机网络实验平台介绍北航远程在线计算机网络实验平台链接北航远程在线计算机网络实验平台介绍和操作说明实验1 网络实验入门1.1 实验内容简介1.2 网线的制作1.3 远程在线实验环境介绍1.4 路由器和交换机的基本配置1.5 报文分析软件简介1.6 简单组网实验1.7 基于地址转换的组网实验实验1 网络实验入门实验指导书附件 eNSP相关软件及华为路由交换文档下载链接及说明实验1 在线实验报告实验2 数据链路层实验2.1 实验内容简介2.2 以太网帧格式分析2.3 交换机MAC地址表和端口聚合2.4 VLAN配置与分析2.5 广域网数据链路层协议实验实验2 数据链路层实验指导书实验2 在线实验报告实验3 网络层实验3.1_实验总体介绍3.2_IP报文分析实验3.3_ARP协议分析实验3.4_ICMP协议分析实验3.5_IP数据报的分片与重组实验3.6_路由表分析实验3.7_VLAN间路由实验3.8_子网划分设计实验实验3 网络层实验指导书实验3 网络层实验报告实验4 RIP路由协议实验4.1 静态路由的配置实验4.2 RIP协议基础实验4.3 距离矢量_DV_算法分析实验4.4 触发更新与水平分割实验4.5 RIPv2协议分析实验4.6 RIP协议组网设计实验实验4 在线实验报告实验5 OSPF路由协议实验实验5.1 OSPF实验内容简介实验5.2 OSPF路由协议概述实验5.3 OSPF协议报文的交互过程实验5.4 OSPF协议的链路状态描述实验5.5 区域划分与LSA的种类实验5.6 OSPF协议路由的计算实验5.7 OSPF组网设计实验实验5 在线实验报告实验6  BGP路由协议实验9.1  BGP实验内容介绍9.2 BGP协议基本分析9.3  BGP协议状态转换9.4  BGP路由聚合9.5  BGP路由属性分析9.6  BGP路由策略及应用9.7  BGP同步机制9.8  BGP设计实验实验9 BGP路由协议实验报告实验7 传输层实验实验6.1 传输层实验内容介绍实验6.2 TCP协议基本分析实验6.3 TCP的拥塞控制实验6.4 UDP协议实验实验6 在线实验报告实验8 应用层实验7.1 DNS协议分析7.2 HTTP协议分析7.3 电子邮件相关协议分析7.4 FTP协议分析7.5 DHCP 协议分析实验7 在线实验报告实验9 综合组网实验8.1 综合组网实验总体介绍8.2 综合组网的总体规划与设计8.3 路由的设计8.4 NAT地址转换与访问控制设计8.5 网络管理与组播应用部署8.6 综合组网实验操作步骤eNSP实现-综合组网实验实验8 在线实验报告拓展实验 组播技术实验（选做）1. 组播实验总体介绍2. 组播基础实验3. IGMP协议实验4. PIM DM协议实验5. PIM SM协议实验拓展实验 IPv6技术实验（选做）IPv6技术实验PPTIPv6技术实验讲解视频实验10 复杂网络综合设计实验10.1 实验概述与总体设计10.2 虚实融合实验方法10.3 路由策略和优选路径10.4 可靠性和安全性设计10.5 业务流隔离设计10.6 实验总体要求与虚实融合实验方法说明实验10 复杂网络综合设计实验报告拓展实验 网络管理实验（选做）1. 网管实验总体介绍2. 网管软件基本功能演示3. SNMP协议基本原理验证与分析4. 网络拓扑发现
游戏引擎原理及应用,韩红雷,中国传媒大学,一、游戏引擎基础1.1. 概述1.2. Unity游戏引擎简介1.3. 地形系统1.4. 游戏对象1.5. 简单脚本二、动画系统2.1. 场景动画2.2. 骨骼动画2.3. 动画曲线2.4. 动画层2.5. 逆向运动学2.6. 子状态2.7. 融合树2.8. 目标匹配三、渲染系统3.1. 渲染路径3.2. 颜色空间3.3. 摄像机3.4. 灯光3.5. 实时阴影3.6. 材质3.7. 全局光照明系统3.8. 探针四、特效系统4.1. 视频播放4.2. 粒子系统4.3. 后处理效果五、脚本编程5.1. 组件和脚本5.2. 重要函数或类5.3. 函数执行顺序5.4. 序列化5.5. 协程5.6. 预制件六、用户界面6.1. 控件6.2. 界面功能实现6.3. 界面美化七、物理系统7.1. 物理引擎基础7.2. 典型物理效果模拟7.3. 链接结构7.4. 碰撞事件7.5. 浮力效果八、人工智能8.1. 自动寻路8.2. 巡逻8.3. 视野8.4. 自动攻击8.5. 追踪8.6. 机器学习九、音频系统9.1. 音频基础9.2. 混音器9.3. 声音特效十、联网10.1. 网络基础10.2. 玩家连线10.3. 游戏物体同步10.4. 角色同步新版NetCode联网系统十一、二维游戏开发11.1. 精灵11.2. 瓦片地图11.3. 二维角色11.4. 二维角色骨架系统十二、影视内容创作12.1. 时间轴12.2. 简单动画12.3. 角色动画12.4. 脚本控制12.5. Cinemachine十三、XR内容创作13.1. VR13.2. AR十四、性能优化14.1. 性能审查14.2. 代码优化14.3. 内存管理14.4. 渲染优化
Python编程基础,王恺,南开大学,第1章、简介及示例1-01 Python简介1-02程序基础和Python编程环境1-03HelloWorld程序1-04输入、输出及IDLE环境介绍Anaconda简介、JupyterNotebook基本使用方法、Spyder基本使用方法（第2轮开课补充）第1章PPT汇总第2章、基础语法2-01变量的定义2-02Number数据类型2-03String数据类型2-04List数据类型2-05Tuple数据类型2-06Set数据类型2-07Dictionary数据类型2-08占位运算符和算术运算符2-09赋值运算符、比较运算符和逻辑运算符2-10位运算符2-11身份运算符和成员运算符2-12序列运算符和运算符优先级2-13条件语句概述2-14条件语句实现和pass2-15循环语句概述和for循环2-16while循环和索引2-17break、continue和elsePyCharm基本使用方法介绍（第2轮开课补充）第2章编程练习讲解视频（第3轮开课补充）第2章PPT汇总第二章 编程练习（第2轮开课补充）第二章 编程练习2第二章 编程练习第3章、函数以烛台图程序为例的工具包安装方法简介（第2轮开课补充）3-01函数的定义与调用3-02形参和实参3-03默认参数和关键字参数3-04不定长参数3-05拆分参数列表3-06返回值3-07模块概述和import语句3-08全局变量__name__和系统模块3-09from...import3-10包3-11猴子补丁和第三方模块获取安装3-12变量的作用域和局部变量3-13全局变量和global关键字3-14nonlocal关键字3-15递归函数3-16高阶函数和lambda函数3-17闭包3-18装饰器第3章编程练习讲解视频（第3轮开课补充）第3章PPT汇总第三章 编程练习第三章 编程练习（第2轮开课补充）第4章、面向对象4-01面向对象概述4-02类的定义和创建实例4-03类属性定义及其访问4-04类中普通方法定义及调用4-05私有属性4-06构造方法4-07析构方法4-08常用内置方法4-09继承的概念4-10子类的定义4-11方法重写和鸭子类型4-12super方法4-13内置函数isinstance、issubclass和type4-14类方法和静态方法4-15动态扩展类与实例和__slots__变量4-16@property装饰器第4章编程练习讲解视频（第3轮开课补充）第4章PPT汇总第四章程序填空和程序改错第四章 编程练习（第2轮开课补充）第5章、序列、集合和字典5-06列表元素排序5-07元组的操作5-08集合的创建和插入元素5-09集合的运算5-10字典的创建和初始化5-11字典元素的修改、插入和删除5-12字典的浅拷贝和深拷贝5-13判断字典中是否存在键及拼接两个字典5-14字典的其他常用操作5-15切片和列表生成表达式5-16生成器5-17迭代器第5章编程练习讲解视频（第3轮开课补充）第5章PPT汇总5-01可变类型和不可变类型5-02创建列表和拼接列表5-03复制列表元素5-04列表元素的查找、插入和删除5-05列表元素的最大值、最小值、出现次数和列表长度第五章编程练习第五章编程练习（第2轮开课补充）第6章、字符串6-01创建字符串和引号的区别6-02字符串比较6-03字符串切割6-04字符串检索和替换6-05去除字符串空格和大小写转换6-06字符串的其他常用操作6-07占位符和format方法6-08正则表达式的基础语法6-09re模块使用-compile和match6-10re模块使用-search6-11re模块使用-匹配对象6-12re模块使用-findall和finditer6-13re模块使用-split、sub和subn6-14爬虫程序示例网络爬虫操作演示（第2轮开课补充）第6章编程练习讲解视频（第3轮开课补充）第6章PPT汇总第六章编程练习第六章编程练习（第2轮开课补充）第7章、IO编程与异常7-01os模块的使用-基础操作7-02os模块的使用-目录创建和删除7-03os模块的使用-获取绝对路径、路径分离和连接7-04os模块的使用-条件判断7-05文件打开和关闭7-06文件对象的write和read方法7-07文件对象的readline、readlines和seek方法7-08一维数据和二维数据7-09CSV操作一维、二维数据7-10异常的定义和分类7-11异常处理-try except7-12异常处理-else、finally和raise7-13异常处理-断言和自定义异常第7章编程练习讲解视频（第3轮开课补充）第7章PPT汇总第七章编程练习（第2轮开课补充）第七章编程练习学生优秀作品经济案例分享-by南开大学国经贸系17级王周源人工智能技术及应用（第4轮开课补充）1. 人工智能基本概念和战略意义2. 人工智能发展、应用和布局3. 机器学习和深度学习教材课后习题答案第1章课后习题答案第2章课后习题答案第3章课后习题答案第4章课后习题答案第5章课后习题答案第6章课后习题答案第7章课后习题答案第8章课后习题答案
计算机硬件技术基础,柳秀梅,东北大学,第一周：模块一，计算机系统组成概述——物理组成与逻辑组成1.1：计算机的发展概况及应用领域1.2：计算机系统的物理组成及特点1.3：计算机系统的逻辑组成及特点1.4：计算机程序的执行过程I1.5：计算机系统的主要性能指标第二周：模块二，计算机系统的两大功能之一——运算2.1：计算机中数值与文字信息表示2.2：算术运算2.3：逻辑运算2.4：运算的电路实现2.5：案例——交通灯的减法运算（倒计时）第三周：模块三（1），运算与控制的核心硬件——中央处理器（由内而外介绍）3.1：80x86处理器的内部功能结构3.2：80x86处理器的内部寄存器3.3：8086处理器的外部引脚3.4：计算机程序的执行过程II第四周：模块三（2），运算与控制的核心硬件——中央处理器（由内而外介绍）3.5：8086的存储器组织3.6：控制是运算的保障——最基本的控制：时序控制（内外联合）3.7：处理器的复位与启动3.8：案例——交通灯之红变绿（或者绿变红）过程的程序流程第五周：模块四（1），运算与控制的软件支持——处理器的指令系统与汇编程序4.1：指令集的派系（RISC和CISC）4.2：高级语言与汇编语言指令4.3：指令寻址方式4.4：数据传送指令4.5：算术运算指令第六周：模块四（2），运算与控制的软件支持——处理器的指令系统与汇编程序4.6：逻辑运算指令和移位指令4.7：控制转移指令4.8：处理器控制指令4.9：汇编语言基本语法规则4.10：汇编伪指令第七周：模块四（3），运算与控制的软件支持——处理器的指令系统与汇编程序4.11：汇编语言基本程序设计——顺序程序4.12：汇编语言基本程序设计——分支程序4.13：汇编语言基本程序设计——循环程序4.14：中断与DOS功能调用4.15：案例——交通灯的双路口联动程序第八周：模块五（1），计算机系统中的存储器——向CPU提供巧妇之米5.1：CPU的寻址空间与存储器的编址5.2：存储器的分段管理5.3：存储器的分级管理5.4：存储器的分类第九周：模块五（2），计算机系统中的存储器——向CPU提供巧妇之米5.5：存储器的扩展5.6：存储器的性能指标5.7：内存技术进展5.8：外存技术进展第十周：模块六（1），计算机中的数据传送方式——巧妇之米是如何运送的？6.1：传送信息的类型6.2：传送通道——接口6.3：接口芯片的基本构成6.4：数据传送方式之无条件传送第十一周：模块六（2），计算机中的数据传送方式——巧妇之米是如何运送的？6.5：数据传送方式之软件查询传送6.6：数据传送方式之中断方式传送6.7：数据传送方式之DMA传送6.8：数据传送的物理通路——总线第十二周：模块七，时序控制的重要保障——定时器/计数器82537.1：定时器计数器概述7.2：可编程定时器计数器的工作原理7.3：8253的内部结构及编程原则7.4：8253的工作方式第十三周：模块八（1），计算机系统的外部接口——让数据进行长途旅行8.1：常见的外部接口与分类8.2：串行接口通信基础8.3：串行接口芯片第十四周：模块八（2），计算机系统的外部接口——让数据进行长途旅行8.4：并行接口通信基础8.5：并行接口芯片8.6：模拟信号的输入与输出8.7：信号的调制与解调
